"Laufende
Nummer";"Regional-
schlüssel";"Gemeinde-
schlüsselnr.";"Vgem-
schlüssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
2060;9778123;123;;Buxheim;10.2367;101.49;2.15;73.44;104.55;97.64;361.65;328.54;39.02;12.83;282.38;2649;3071;3138;1596;18.459796149;2.181699772;258.69140625;306.4453125;168;275;142;247;134;790;671;711;24;22;51;46;-24;234;228;150;189;39;136;110;66;1;124;8;0;0;0;1;451;38;0;0;760;485;275;115;•;442;96;•;199;658;86.5789473684211;1144;1043;91.1713286713287;-385;0;3;3;4;1;0;11;11;378;•;•;0;35;11;3;373;12013;3016;99.3;2935;96.7;2935;96.7;•;114.5;2;•;5;5;3;1;2;0;6;3;1;2;965;1336;90;351;895;7123;0;•;•;25;17;8;30;1;112;106;88;15;20;35;1467;62177.694;42384.2494887526;11120.887;7580.70006816633;1524;496.740547588005;43005;28218.5039370079;3091.325;11.368;363.06;754.08;1957.817;329.985486212;310.000341542;330.000033375;982.620788303;505.004450095;1052.728862047;86.917508966;28.964457253
2061;9778127;127;766;Dirlewang, M;23.2626;101.9;4.77;6.88;88.08;88.08;1445.06;633.81;10.03;35.73;199.92;1762;2064;2126;1079;20.658342792;3.003875969;75.752364574;91.401547721;134;188;80;184;125;565;470;380;22;19;9;16;3;115;120;96;88;32;120;98;70;1;177;11;0;0;0;0;0;0;0;0;278;132;146;19;5;105;65;36;67;181;65.1079136690647;879;782;88.9647326507395;-601;2;3;13;24;3;1;46;44;2962;•;•;•;16;11;0;0;0;2048;99.6;2003;97.4;2003;97.4;867;168.6;7;93;12;12;6;6;0;0;7;0;1;6;679;903;23;200;680;5182;0;0;0;6;6;0;6;0;0;0;0;0;•;6;1065;31843.972;29900.4431924883;4251.829;3992.32769953052;1066;506.172839506173;26071;24456.8480300188;1622.446;30.65;137.116;431.3;1019.675;329.995693368;330.002406739;300.000548396;771.858230257;417.131779258;847.162226451;240.575036425;302.056432329
2062;9778130;130;758;Egg a.d.Günz;20.7082;73.42;3.62;4.57;69.57;69.57;1289.19;587.37;25.44;17.64;148.65;938;1149;1208;635;28.784648188;5.134899913;45.292129406;58.329309512;79;116;52;115;62;315;265;204;11;10;3;11;-1;62;111;80;41;70;55;51;35;1;108;6;0;0;0;0;0;0;0;0;187;115;72;3;11;140;•;9;•;141;75.4010695187166;433;387;89.3764434180139;-246;1;1;3;20;6;1;32;31;2722;1266;2690;•;8;2;2;•;•;1175;100;1160;98.7;1160;98.7;•;151.6;2;•;6;8;4;4;0;0;3;0;-1;4;380;484;12;86;386;2924;0;0;0;3;2;1;2;0;0;0;0;•;•;•;551;18069.983;32794.887477314;2631.991;4776.75317604356;547;484.499557130204;14705;26882.9981718464;745.343;33.032;88.957;40.479;579.418;349.989404535;320.00071945;310.000687805;651.523601399;169.93006993;672.40034965;244.911304348;238.855136084
2063;9778134;134;760;Eppishausen;39.4987;122.6;9.07;3.91;146.82;146.82;2101.77;1504.58;23.3;37.82;276.26;1816;1781;1838;948;1.211453744;3.200449186;45.974683544;46.53164557;92;162;50;183;111;474;433;333;14;21;14;16;5;111;119;85;112;7;68;60;43;0;0;0;0;0;0;0;0;0;0;0;237;186;51;31;9;178;•;•;•;133;56.1181434599156;782;678;86.7007672634271;-545;0;6;22;21;11;0;60;60;3506;1535;12;•;24;6;1;•;•;1779;99.7;1507;84.5;1507;84.5;50;161.7;4;81;8;14;9;9;0;0;9;0;0;9;656;774;10;158;606;4820;0;•;•;9;6;3;7;0;0;0;0;0;•;8;885;27179.92;30711.7740112994;4208.171;4754.99548022599;894;508.243320068221;22114;24736.0178970917;1216.29;62.679;131.157;164.369;855.556;449.989231101;380;300.001549883;665.002733734;231.478403499;683.28868234;269.651111111;177.583789704
2064;9778136;136;762;Erkheim, M;32.1669;194.91;9.89;11.08;165.3;165.3;1986.28;770.1;26.81;52.32;373.78;2560;2916;2970;1503;16.015625;1.851851852;79.577245881;92.322039167;127;289;134;270;154;780;700;516;31;22;32;26;-4;132;180;135;152;28;137;75;57;2;258;18;0;0;0;0;0;0;0;0;1180;756;424;57;•;729;294;73;•;871;73.8135593220339;1306;997;76.3399693721286;-126;2;7;12;23;10;2;56;54;3250;1552;•;•;24;25;2;•;•;2866;97.6;2774;94.5;2774;94.5;198;133.8;8;470;10;23;18;16;2;0;28;3;10;15;957;1315;56;353;906;7398;•;•;•;18;14;4;20;0;0;0;0;4;•;5;1464;47781.227;32637.450136612;7167.792;4896.03278688525;1492;513.067400275103;39034;26162.1983914209;3003.946;45.12;324.509;1038.026;1589.949;345.006881786;330.000203384;324.999939473;1023.490971039;672.9120954;1110.933219761;0;110.361167685
2065;9778137;137;;Ettringen;41.5045;209.81;26.2;6.12;151.64;143.94;2545.08;1136.56;41.49;33.55;381.49;2993;3211;3380;1751;12.930170398;5.263157895;72.120481928;81.445783133;199;279;117;302;243;907;745;588;35;36;23;23;13;267;267;194;267;0;112;110;83;2;241;17;0;0;0;0;0;0;0;0;821;624;197;79;•;584;79;•;88;569;69.305724725944;1362;1110;81.4977973568282;-541;4;9;23;28;10;0;74;70;3798;1750;3538;245;31;34;2;•;•;3278;99.8;3247;98.9;3247;98.9;126;137.9;6;104;9;14;6;6;0;0;8;0;2;6;1063;1426;49;353;1024;8089;•;•;•;8;6;2;7;0;0;0;0;•;10;10;1700;49011.606;28830.3564705882;6876.328;4044.89882352941;1763;542.962734832153;42122;23892.2291548497;2729.15;53.303;424.079;554.461;1689.572;330.008667657;329.999455291;319.999524432;811.763831053;398.904223676;866.231409875;153.595368678;188.575163399
2066;9778139;139;761;Fellheim;5.0815;45.56;6.98;3.01;33.93;30.45;273.55;109.24;25.71;10.17;84.64;772;1080;1119;552;44.948186528;3.611111111;151.968503937;220.275590551;47;107;35;113;69;272;239;237;6;8;29;16;-8;185;97;139;93;4;67;39;27;0;0;0;0;0;0;0;0;0;0;0;225;119;106;25;0;67;•;•;•;175;77.7777777777778;467;417;89.2933618843683;-242;1;2;3;3;1;0;10;9;•;267;0;0;10;8;0;0;0;1102;100;1085;98.5;1085;98.5;82;131.8;3;13;3;3;1;1;0;0;-4;0;-5;1;325;442;14;132;296;2419;0;0;0;8;6;2;12;1;80;70;70;15;15;31;492;15132.846;30757.8170731707;2077.437;4222.43292682927;511;443.961772371851;13017;25473.5812133072;783.747;7.991;102.059;167.466;504.043;309.968968192;275.002694546;295.00039753;703.543087971;390.886894075;793.834829443;266.813466788;273.919857524
2067;9778144;144;768;Bad Grönenbach, M;42.0168;282.9;96.69;9.64;163.7;158.9;2536.69;1057.76;30.07;24.23;477.72;4399;5262;5528;2730;25.664923846;5.055112125;104.688243693;131.556401713;315;507;188;428;322;1429;1216;1123;41;66;53;55;11;427;428;333;327;101;252;224;136;2;297;20;0;0;0;0;0;0;0;0;1895;1010;885;232;43;672;588;68;524;1321;69.7097625329815;2173;1599;73.5849056603774;-278;4;3;18;37;12;2;76;72;8326;•;•;179;57;55;6;433;18145;5173;97.4;4657;87.7;4657;87.7;359;133.5;10;124;15;30;14;13;1;0;16;0;6;10;1589;2591;200;895;1496;13024;754;17922;106242;22;17;5;18;1;50;48;34;5;18;23;2679;126348.739;47162.6498693542;25613.674;9560.90854796566;2629;498.483124762988;67940;25842.5256751617;6748.697;57.226;643.454;2970.632;3063.286;300.005242464;299.999533767;310.000101939;1233.99104041;1038.639970744;1419.067471201;18.243719535;0
2068;9778149;149;757;Hawangen;14.5179;75.21;7.13;5.26;51.06;47.78;1002.84;279.06;7.58;23.65;138.9;1019;1276;1350;695;32.4828263;5.799373041;70.179063361;92.975206612;71;130;55;138;95;332;339;190;15;16;6;9;7;95;105;99;84;21;62;64;23;0;0;0;0;0;0;0;0;0;0;0;700;594;106;51;6;654;•;•;•;587;83.8571428571428;613;500;81.5660685154976;87;1;2;7;11;6;1;28;27;1771;705;•;0;8;7;4;689;31117;1320;100;1315;99.6;1315;99.6;•;130.8;2;•;4;5;6;5;1;0;8;1;1;6;388;548;32;124;392;3112;•;•;•;4;3;1;3;0;0;0;0;0;•;•;629;22332.876;35505.3672496026;3650.067;5802.96820349762;650;520.833333333334;18711;28786.1538461538;1642.323;16.486;188.628;602.398;831.959;339.987626315;300;279.999872811;1235.758465011;1083.422121896;1500.10910459;0;0
2069;9778150;150;761;Heimertingen;13.8477;89.02;27.47;9.63;74.48;68.49;798.14;328.1;39.08;18.85;188.52;1406;1681;1721;855;22.40398293;2.37953599;101.516245487;124.259927798;94;169;77;141;81;470;390;299;23;13;13;7;6;123;94;111;92;2;90;58;46;1;134;9;0;0;0;0;0;0;0;0;787;554;233;63;9;499;154;93;32;664;84.3710292249047;745;623;83.6241610738255;41;0;3;7;4;2;2;18;18;1164;508;•;0;17;16;7;538;19888;1679;100;1659;98.8;1659;98.8;10;158.3;1;•;2;4;3;3;0;0;3;0;0;3;548;743;9;187;547;4274;•;•;•;21;16;5;25;0;0;0;0;0;6;3;884;29726.139;33626.8540723982;4762.591;5387.5463800905;911;542.261904761905;24782;27203.0735455543;2805.834;17.943;202.013;1492.007;1092.071;290.011314046;279.998059544;300.000150186;1623.746527778;1619.752314815;1959.191550926;0;0
2070;9778151;151;765;Holzgünz;12.0858;70.46;42.9;7.39;81.61;75.65;668.88;317.14;2.58;17.62;201.72;914;1204;1267;629;38.621444201;5.23255814;75.599669148;104.797353184;58;127;36;110;75;378;291;192;10;7;9;8;-1;86;102;78;75;27;70;65;35;0;0;0;0;0;0;0;0;0;0;0;269;193;76;22;•;•;•;•;•;225;83.6431226765799;539;495;91.8367346938776;-270;2;0;5;8;2;1;18;16;1149;658;0;•;7;4;2;•;•;1218;100;1171;96.1;1171;96.1;89;153;3;43;4;6;9;8;0;1;14;1;5;8;403;544;17;135;392;3012;0;0;0;14;10;4;14;0;0;0;0;0;•;•;594;19491.952;32814.734006734;2702.711;4550.01851851852;612;514.718250630782;16478;26924.8366013072;1161.449;19.29;136.564;328.307;675.563;350.027218291;350.00256292;300.00072071;927.674920128;551.449680511;1020.78913738;106.350649351;0
2071;9778157;157;758;Kirchhaslach;32.0397;97.05;2.86;2.85;132.26;132.26;1399.87;1536.48;18.37;14.23;234.15;1157;1294;1282;668;10.803802939;-0.927357032;36.111111111;40.012484395;76;119;47;123;94;348;276;199;13;17;7;8;9;82;80;100;73;7;55;37;29;0;0;0;0;0;0;0;0;0;0;0;130;80;50;6;4;81;16;•;•;80;61.5384615384615;558;508;91.0394265232975;-428;7;5;18;18;1;0;49;42;2157;1055;•;484;9;7;1;•;•;1277;99.6;1262;98.4;1262;98.4;104;160.9;3;21;4;6;5;5;0;0;5;0;0;5;428;558;7;131;420;3344;0;0;0;2;2;0;2;0;0;0;0;•;0;4;635;18063.215;28446.0078740158;2282.297;3594.16850393701;639;490.783410138249;14754;23089.2018779343;888.878;61.048;75.362;185.308;563.762;599.98034398;350;349.998406425;694.4359375;276.3078125;689.93203125;288.69170579;319.860979463
2072;9778158;158;760;Kirchheim i.Schw., M;31.954;163.22;14.52;8.12;139.61;139.61;2527.14;231.86;51.08;59.85;317.37;2403;2549;2597;1335;8.073241781;1.883091408;75.211267606;81.283255086;140;221;88;230;163;669;581;505;17;24;46;51;-27;250;234;178;221;13;100;80;60;2;190;11;0;0;0;0;0;0;0;0;1169;822;347;83;60;829;91;38;151;858;73.3960650128315;1064;755;70.9586466165414;103;0;7;21;35;10;4;77;77;5046;2159;81;•;12;14;3;•;•;2544;99.3;2535;98.9;2535;98.9;49;193.8;4;56;7;9;6;5;1;0;11;2;2;7;817;1085;40;265;780;6349;0;0;0;8;7;1;8;1;60;60;55;8;13;18;1304;41216.517;31607.7584355828;6209.565;4761.93634969325;1311;536.415711947627;30651;23379.8627002288;3237.965;56.445;252.53;1551.128;1371.747;400.00708667;380.001504778;314.999851431;1244.413912375;1039.613374327;1388.830130669;116.017133956;120.856376867
2073;9778161;161;767;Kronburg;20.2579;96.43;10.99;7.98;55.58;55.58;1203.59;514.08;108.09;29.05;161.46;1398;1790;1755;866;25.536480687;-1.955307263;69.0029615;86.623889437;88;177;67;144;67;455;449;308;17;7;16;13;-6;79;81;93;77;4;0;0;0;1;108;8;0;0;0;0;0;0;0;0;218;123;95;15;•;59;77;•;35;145;66.5137614678899;711;638;89.732770745429;-493;3;1;9;25;3;0;41;38;2804;1447;0;•;15;15;0;0;0;1758;99.4;1520;86;1520;86;•;155.8;1;•;4;4;8;8;0;0;8;0;1;7;564;792;42;197;553;4337;•;•;•;4;3;1;5;0;0;0;0;•;•;6;848;27475.579;32400.4469339622;3972.607;4684.67806603774;873;487.437185929648;23167;26537.2279495991;1410.887;36.634;144.171;311.453;912.139;330.006305738;330.001373375;330.000431947;803.924216524;365.451282051;844.995441595;230.316384181;174.014797951
2074;9778162;162;765;Lachen;13.3181;84.73;2.26;2.72;38.48;36.83;892.51;271.78;10.28;29.05;128.57;1116;1465;1472;743;31.899641577;0.4778157;83.783783784;110.510510511;73;136;67;129;87;405;342;233;12;14;9;10;4;76;89;85;82;7;65;46;30;0;0;0;0;0;0;0;0;0;0;0;127;95;32;•;•;•;•;•;•;99;77.9527559055118;640;612;95.625;-513;0;1;8;19;3;0;31;31;2196;1092;•;0;10;11;1;•;•;1465;100;1321;90.2;1321;90.2;•;159;4;25;8;10;4;3;1;0;5;1;0;4;484;656;26;160;470;3630;0;0;0;3;2;1;2;0;0;0;0;0;•;•;712;21870.442;30716.9129213483;2911.639;4089.38061797753;714;501.404494382023;18598;26047.619047619;1219.26;28.02;140.857;293.258;754.17;360.015418219;359.999488844;340.001459413;824.939106901;363.958051421;851.960757781;250.646657572;184.183436003
2075;9778163;163;762;Lauben;18.3939;79.69;7.58;6.75;70.37;70.37;1076.07;545.7;26.27;26.96;164.07;1168;1344;1376;696;17.808219178;2.380952381;63.512778684;74.823273518;76;131;80;103;60;358;310;258;14;17;6;8;9;53;97;52;62;35;55;40;25;0;0;0;0;0;0;0;0;0;0;0;115;91;24;6;•;84;9;•;•;76;66.0869565217391;531;492;92.6553672316384;-416;1;4;12;16;5;1;39;38;2518;•;8;186;10;4;0;0;0;1269;95.5;1250;94.1;1250;94.1;200;144.7;3;38;3;3;3;3;0;0;6;1;1;4;458;571;6;108;457;3408;0;0;0;4;2;2;2;0;0;0;0;•;0;•;632;19175.319;30340.6946202532;2550.072;4034.92405063291;618;471.75572519084;15290;24741.1003236246;922.143;37.642;131.459;145.335;605.265;449.994022714;419.996805112;320.001734605;680.548339483;270.135055351;687.935055351;286.143613001;316.948948949
2076;9778164;164;767;Lautrach;8.0595;53.98;4.28;5.36;28.22;28.22;399.03;268.99;34.54;11.55;92.44;1085;1166;1247;608;14.930875576;6.946826758;134.615384615;154.714640199;53;89;36;90;78;329;298;274;9;8;23;30;-22;96;111;50;62;49;112;80;64;0;0;0;0;0;0;0;0;0;0;0;640;193;447;13;•;11;•;29;•;500;78.125;514;374;72.7626459143969;126;0;1;2;5;1;1;10;10;825;•;•;•;10;2;0;0;0;1154;98;1101;93.5;1101;93.5;•;163.8;0;0;19;25;9;8;1;0;11;2;2;7;339;467;16;136;315;2556;•;•;•;1;1;0;1;0;0;0;0;93;95;156;578;15224.117;26339.3027681661;2296.728;3973.57785467128;591;501.69779286927;12302;20815.5668358714;812.438;10.579;103.587;165.477;530.495;340.051430408;330;330.000951505;655.191935484;297.266935484;690.718548387;302.618365628;319.140278917
2077;9778165;165;767;Legau, M;36.3619;183.33;2.24;7.59;94.72;94.72;2665.75;544.37;94.83;43.36;289.25;2894;3113;3207;1639;10.815480304;3.019595246;79.592959296;88.201320132;167;328;114;281;165;844;688;620;24;30;45;32;-2;202;281;215;183;98;161;122;85;2;221;13;0;0;0;0;0;0;0;0;982;460;522;43;16;215;414;95;242;640;65.173116089613;1238;896;72.3747980613893;-256;0;7;35;60;5;0;107;107;6873;3842;377;0;28;15;2;•;•;2925;92.9;2244;71.3;2244;71.3;337;187.3;3;13;3;7;6;6;0;0;9;0;0;9;959;1353;63;342;948;7647;0;•;•;8;7;1;7;1;56;56;79;16;16;46;1451;43460.193;29951.8904203997;5812.937;4006.15920055134;1414;455.101383971677;33297;23548.090523338;3888.386;77.036;291.156;2077.896;1435.261;339.994703857;350.001803166;309.999907055;1222.378497328;1267.977679975;1428.734988997;50.659459459;0
2078;9778168;168;;Markt Rettenbach, M;51.491;224.2;14.23;5.82;157.15;157.15;3298.96;1377.78;27.65;43.31;393.64;3282;3695;3777;1909;15.08226691;2.219215156;63.740532142;73.35404933;230;372;138;315;220;965;835;702;35;43;60;59;-16;202;193;134;161;32;171;134;94;2;195;11;0;0;0;0;0;0;0;0;502;228;274;59;19;192;98;62;131;291;57.9681274900399;1500;1289;85.9333333333333;-998;3;15;36;44;13;0;111;108;6721;3574;8;•;20;18;3;•;•;3548;95.4;3540;95.1;3540;95.1;242;125.9;7;64;16;18;15;10;4;1;25;2;9;14;1183;1585;65;356;1164;9096;0;0;0;12;10;2;13;1;77;77;56;4;6;15;1806;58428.86;32352.6356589147;8355.83;4626.70542635659;1775;487.102085620198;44708;25187.6056338028;2830.733;91.485;355.383;538.09;1836.005;389.994884474;389.999341557;319.999448595;748.277293154;330.272535025;773.754692043;193.427956989;239.824608026
2079;9778169;169;;Markt Wald, M;30.8063;132.69;5.64;6.92;101.8;94.37;1491.36;1257.17;42.13;42.92;247.35;2023;2172;2206;1154;9.04597133;1.565377532;65.660499838;71.600129828;114;179;82;172;131;588;495;445;23;12;11;21;-9;110;169;110;151;18;70;68;55;1;77;5;0;0;0;0;0;0;0;0;258;163;95;27;11;148;22;13;64;170;65.8914728682171;898;810;90.2004454342984;-640;3;7;12;22;4;1;49;46;2750;1214;11;404;17;9;0;0;0;2209;99.8;2124;96;2124;96;•;147.6;5;91;7;10;8;7;1;0;9;0;2;7;741;969;40;218;711;5550;0;0;0;2;2;0;2;0;0;0;0;6;12;15;1074;29616.546;27575.9273743017;3680.119;3426.5540037244;1076;472.344161545215;24916;23156.1338289963;1370.197;43.41;173.889;225.33;923.613;449.984451125;450;319.998630622;619.718227047;231.263681592;624.083672546;326.156521739;344.946745562
2080;9778171;171;765;Memmingerberg;6.0799;106.88;1.78;5.48;171.29;51.8;307.82;3.76;1.23;9.75;285.79;2023;2597;2825;1433;39.644092931;8.779360801;332.730263158;464.638157895;143;277;110;256;166;746;640;487;33;22;18;18;4;249;432;220;346;86;120;90;68;2;481;31;0;0;0;0;0;0;0;0;578;331;247;62;•;130;212;122;•;510;88.2352941176471;1178;1110;94.2275042444822;-600;0;3;2;5;1;0;11;11;765;344;0;0;42;26;3;•;•;2688;100;2669;99.3;2669;99.3;•;122.3;2;•;9;35;5;4;1;0;7;0;3;4;713;1251;82;523;646;6056;•;•;•;15;15;0;20;0;0;0;0;•;9;9;1299;41835.939;32206.2655889146;6099.619;4695.62663587375;1398;537.072608528621;35765;25582.9756795422;5384.976;5.177;299.106;3666.997;1410.656;249.975857074;250.000835827;280.000026366;1902.818374558;2177.738515901;2470.967137809;0;0
2081;9778173;173;;Mindelheim, St;56.4335;511.89;38.37;52.5;373.04;345.69;3050.37;1466.87;66.69;83.62;955.7;11849;13937;14569;7247;22.955523673;4.534691828;209.976962609;258.178273968;803;1178;501;1236;1024;3919;2951;2957;125;135;143;153;-18;1115;1075;917;1048;27;497;490;321;2;938;66;2;1176;79;1;825;68;1;2030;10295;6339;3956;676;25;5183;1938;778;2371;7315;71.0539096648859;5953;2976;49.9916008735092;4339;3;6;28;39;12;4;92;89;5346;2550;•;808;146;133;17;4671;253148;14270;99.7;13940;97.4;13940;97.4;1102;158.2;13;720;39;72;51;47;4;0;59;1;6;52;3788;6724;798;2522;3404;31927;247;18297;40448;106;85;21;106;1;127;120;85;75;118;327;7058;229244.253;32480.0585151601;35452.085;5022.9647208841;7294;516.901707887464;180557;24754.1815190568;21782.063;80.308;1767.931;12006.004;7906.09;334.993534393;334.999744193;315.0000206;1496.946120542;1335.212287815;1705.330767645;132.953189122;0
2082;9778177;177;761;Niederrieden;13.9065;67.62;0.35;3.2;52.62;52.62;701.59;555.67;2.89;6.71;124.12;1088;1360;1394;722;28.125;2.5;78.217109993;100.215672178;79;113;68;106;93;384;330;221;10;13;2;10;3;105;107;95;125;-18;66;49;41;0;0;0;0;0;0;0;0;0;0;0;82;47;35;17;•;30;31;7;•;51;62.1951219512195;617;586;94.9756888168558;-535;0;1;2;6;5;1;15;15;1236;534;0;•;12;12;0;0;0;1377;100;1310;95.1;1310;95.1;115;101.5;3;9;6;8;6;5;1;0;7;0;3;4;456;556;13;121;422;3203;0;0;0;7;7;0;8;0;0;0;0;0;3;4;637;20093.983;31544.7142857143;2734.092;4292.13814756672;660;491.437081161579;17063;25853.0303030303;880.205;21.502;117.866;54.661;683.194;359.986606395;329.999720021;299.995971965;627.820970043;179.512838802;652.67831669;267.864845435;288.891412349
2083;9778180;180;762;Kammlach;26.7153;131.58;6.82;3.45;119.89;116.44;1500.02;871.66;11.13;26.98;259.07;1483;1769;1801;940;21.443020904;1.8089316;55.501497006;67.402694611;86;145;67;184;98;471;429;321;15;10;12;12;-2;142;115;81;143;-28;90;74;39;1;59;4;0;0;0;0;0;0;0;0;248;156;92;25;•;153;14;•;•;192;77.4193548387097;779;723;92.811296534018;-531;0;2;14;27;2;0;45;45;2769;1379;11;49;14;12;1;•;•;1760;99.4;1482;83.7;1482;83.7;188;171.2;2;•;8;12;3;2;1;0;6;0;3;3;611;759;25;157;577;4500;0;•;•;9;5;4;8;0;0;0;0;•;3;6;883;27146.671;30743.6817667044;3838.923;4347.59116647792;909;512.690355329949;23387;25728.2728272827;1527.626;38.836;135.641;409.502;939.101;350;324.997603987;324.998971828;847.268996118;414.259567388;899.263449806;0;280.336428181
2084;9778183;183;759;Oberrieden;20.8163;83.31;20.84;7.78;75.81;75.81;1384.35;471.53;9.24;28.77;174.75;1160;1246;1237;660;6.637931034;-0.722311396;55.715658021;59.414024976;57;153;52;104;62;349;231;229;13;10;4;13;-3;42;53;40;60;-7;68;40;29;0;0;0;0;0;0;0;0;0;0;0;•;26;•;0;•;22;•;•;•;•;•;450;430;95.5555555555556;•;0;5;10;19;6;0;40;40;2790;1263;0;•;7;11;0;0;0;1239;99.9;1139;91.9;1104;89;86;123.8;1;•;0;0;2;2;0;0;2;0;1;1;425;514;9;84;421;3157;0;0;0;2;1;1;3;0;0;0;0;•;3;•;561;15978.049;28481.3707664884;1879.408;3350.10338680927;545;436.698717948718;13287;24379.8165137615;705.324;33.814;56.115;127.782;486.138;350.005175448;329.991179065;300;567.43684634;238.671761866;605.398230088;344.799352751;357.045709703
2085;9778184;184;758;Oberschönegg;18.2794;71.31;2.4;2.92;76.3;76.3;953.19;688.46;12.09;21.27;153.26;865;947;962;512;11.213872832;1.583949314;47.319474836;52.625820569;58;94;48;78;47;280;190;167;14;5;7;7;-2;50;54;41;54;0;42;41;26;0;0;0;0;0;0;0;0;0;0;0;•;•;•;•;•;•;•;18;•;•;•;427;335;78.4543325526932;•;4;5;8;14;4;0;35;31;2371;•;87;647;5;5;1;•;•;935;100;926;99;926;99;1038;211;0;0;3;6;6;5;1;0;7;1;0;6;336;416;18;64;334;2549;0;0;0;1;1;0;1;0;0;0;0;0;•;0;469;14541.297;31004.8976545842;1938.403;4133.05543710021;482;508.975712777191;11767;24412.8630705394;2098.272;20.427;93.41;1360.447;622.546;300;285.003813883;260.000125833;2174.375129534;2628.07357513;2970.05388601;0;0
2086;9778186;186;757;Ottobeuren, M;56.0745;327.82;4.9;80.96;182.25;180.83;3745.14;1211.64;22.86;31.88;597.94;7317;7912;8170;4062;11.657783244;3.260869565;130.497592295;145.710718744;416;656;254;639;449;2075;1783;1898;62;71;85;129;-58;518;530;430;439;91;310;291;199;2;643;42;1;689;44;1;523;41;0;0;2532;1315;1217;205;61;1093;357;217;804;1649;65.1263823064771;3220;2337;72.5776397515528;-688;4;9;21;63;21;1;119;115;9035;•;•;138;53;63;5;851;32064;7193;89.6;6831;85;6831;85;240;105.9;8;64;21;46;20;19;1;0;20;0;8;12;2305;3912;357;1417;2138;19202;532;44129;82851;41;29;12;38;3;280;251;208;36;54;86;3974;152139.369;38283.6862103674;26918.521;6773.65903371918;4015;505.9861373661;105889;26373.3499377335;7849.824;84.854;1001.36;2073.397;4674.663;330.004277992;400;324.999883043;961.399142682;522.273606859;1008.404531537;50.052285962;97.066732211
2087;9778187;187;759;Pfaffenhausen, M;21.1356;129.09;8.45;13.1;109.43;102.94;1521.22;247.23;26.54;58.5;259.12;1997;2402;2525;1298;26.439659489;5.120732723;94.465468307;119.441816462;153;228;85;214;171;648;535;491;20;27;35;25;2;165;244;139;208;36;129;85;68;2;477;31;0;0;0;0;0;0;0;0;1413;855;558;69;•;821;150;•;353;1145;81.033262561925;963;695;72.1703011422638;450;0;10;19;18;9;1;57;57;3180;1636;•;166;15;11;5;267;8736;2432;100;2418;99.4;2418;99.4;•;132.9;3;355;9;10;5;5;0;0;5;0;-1;6;720;973;57;224;692;5411;0;0;0;11;10;1;13;1;35;32;33;36;99;109;1215;38280.6;31506.6666666667;5875.362;4835.68888888889;1227;519.915254237288;28690;23382.2330888346;2911.558;31.629;197.588;1425.368;1254.593;300;299.998481697;310.000034133;1166.022426912;997.094913897;1342.931117341;59.822222222;212.685438455
